text,Tense,Aspect,Subject Person,Ving
"l leaned over to whisper to Ellen , who nodded . ""!!!!!Keep going , Brad_ , "" Phil said when the engineer behind the podium trailed off . Phil and EUen strode to one of the side rooms off the main auditorium . What the conc",present,continuative,2nd,go
"parked at the very top . "" The next level , "" she!!!!!kept insisting . Each_ new level brought hope to her voice and confidence to her stride , so he bristled and nodded . Frozen air had needled his face raw by the time they f",past,ambiguous,3rd,insist
"escended one floor below , to level five , but she!!!!!kept missing the exit_ ramp marked by curved arrows on the pavement . "" Turn here , "" he said as they passed the exit a second time . "" The signs should be larger , "" Try l",past,iterative,3rd,miss
"around the Clay Hills over the weekend ... Houses!!!!!kept going up ._ We could do only so much damage between getting off the bus and going home at dark . Within a month , the construction guys had won . The Clay Hills",past,continuative,3rd,go up
"she did n't go directly to sleep like normal . She!!!!!kept raising her head_ and looking out my window . Very odd , I thought . In the morning , I awoke to Kanika sitting on my chest , meowing in a loud pitch that sounded like",past,iterative,3rd,raise
"them again and again , even though they lost . He!!!!!kept betting those numbers_ , simply because they were meaningless , through those lonely sad dark hours of the night , until , finally , the chips Until he found himself on a w",past,iterative,3rd,bet
". You did n't hear them ? I was wondering why you!!!!!kept working on that_ thing . LPEZ : The screws are oxidized . The nails too . This diing is really old , I do n't want to cause too much damage so I was_ taking my time .",past,continuative,2nd,work
"ding , complained about the delay , and smoked . I!!!!!kept staring outside through_ the square window in the automatic doors . "" See anything ? "" asked Artem . "" Nothing . "" "" Can you at least see the name of the station ? "" asked In",past,continuative,1st,stare
"him . "" It looked like a doll . "" Deepak nods . He!!!!!keeps nodding with great_ force in a nonverbal filibuster to keep me from saying anything more . We bom sneak furtive glances at the house , as though we expect it to spontane",present,iterative,3rd,nod
"he had to stuff with wadded newspaper because they!!!!!kept falling off as_ she moved about the stage . She still looked bony , except for her breasts concealed under the jabot . Our final history exam had been canceled becau",past,iterative,3rd,fall off
"Juan , and I was going to shake his hand , but he!!!!!kept backing up ,_ slowly , as he proffered thanks without ever looking at me . From Maupassant , they read "" The Before I began , I asked all those who had n't liked t",past,continuative,3rd,back up
"ound on the other . No getting out . No answer . I!!!!!kept looking out the_ window . I thought that after a while , Clifton would come see what was up and I could explain it to him , my predicament . But he did n't . So I jus",past,continuative,3rd,look
". "" We hate seeing these kinds of accidents , "" he!!!!!kept saying , ""_ we just hate them . "" This man , I understood , was the company 's messenger . You could smell the Freon coming off him . He asked Dad a hundred litt",past,iterative,3rd,say
"dies , he wondered . The thought of Jerry as a boy!!!!!kept traipsing through his_ mind , running in front of a combine 's thresher . He tried to yell again but his body felt vacant and cold . The . Then he saw the inside of the mac",past,iterative,3rd,traipse
"nows she 's about to be slaughtered , but she just!!!!!keeps unlocking the door_ even though she 's pretty damn certain there 's a monster on the other side . She has come to see Hlne . People say if you face your worst fear the r",present,continuative,3rd,unlock
"were lost . "" "" It 's okay , it 's okay , "" Thorn!!!!!kept saying as Maya_ wept and hugged her again . "" But Maya , you have to tell me something . "" "" Anything . What ? "" "" Did you seduce a Vind ? "" For a moment Maya did n'",past,iterative,3rd,say
"hat someone had died . Who is this person ? Amanda!!!!!kept asking as he_ struggled to read the clock on the dresser . It takes strength to dissemble , and he a year old . From a time when love still felt new . It 'd been s",past,iterative,3rd,ask
"fore it stopped tumbling , but when it stopped , I!!!!!kept cursing , and_ I kicked at the sidewalk with all the anger I had . I was by the bookstore then , but I kept walking , turning onto another street , heading east , s",past,iterative,3rd,curse
"lf , though he was plenty afraid for Eber . Things!!!!!kept going soft- focus_ on him , the slowed passage of time making everything appear not quite there , not quite three-dimensional , and he was way too aware of his heart sq",past,iterative,3rd,go
"port and met the locals who came to meet us , they!!!!!kept reminding us ._ Adrienne , a recorder of our trip , had arrived one day earlier and started photographing . She saw an iron container by the roadside and thought it",past,iterative,3rd,remind
"ith his mustaches as he spoke , the chief of staff!!!!!kept glancing from Meade_ to Hooker . Meade was appalled that the army remained so dispersed , an invitation to defeat in detail and a gift to Robert E. Lee . But he said noth",past,iterative,3rd,glance
"icket to nowhere and no money and no nothing and I!!!!!kept bugging her and_ asking her to tell me who to write ' cause somebody needed to know about us . Somebody other than us needed to care about our life , which was real b",past,iterative,1st,bug
"What are they saying Lizzie ? ' I shouted . Blood!!!!!kept coming from between_ her legs , a hopeful tide looking for a shore . Lizzie stared at the red tracks on Millicent 's wrist . ' They are saying we have killed this girl ,",past,continuative,3rd,come
". "" Listen , Dominic , the big challenge is not to!!!!!keep believing but to_ believe again and again , to start all over , "" Father Carl had exhorted . "" Day by day . Day after day . From scratch . Every day . "" He tried to pr",present,continuative,3rd,believe
"out the door before I could ask the question that!!!!!kept repeating itself in_ my head : "" What the fuck are you talking about ? "" I had no Uncle Mike . My father had no brother . Shows you how much I knew . Shows you how easy i",past,iterative,3rd,repeat
"enough , but the grandeur of the view behind them!!!!!kept distracting her ._ Continues ... "" Ready . Get set . Go ! "" Beck ripped off his blindfold and blinked furiously to accustom his eyes to the harsh fluorescent lights of",past,iterative,3rd,distract
"anyone -- to pick up groceries for her or take her!!!!!keep getting herself to_ the grocery store , she knew she was fine . Food is life . "" It 's the ancient food-foraging impulse in me . I feel it even stronger , the older I ge",present,iterative,3rd,get
"at snippets of her earlier conversation with Rosie!!!!!kept popping into her_ brain . Making her wonder if her sister was right , that Jack did have a thing for her after all and had just been biding his time before he called i",past,iterative,3rd,pop
"nd pine nettles coating the forest floor , but she!!!!!kept moving . Behind_ her , she could hear the wolf as it crashed through the trees , chasing her . And rapidly gaining ground . With hair tangling about her sweat-soaked",past,continuative,3rd,move
"or movie studio , to her future to Saskia . "" Hm .!!!!!Keep telling yourself that_ , toots . "" She stepped back and raised a hand in farewell . "" Anyway , call me sometime . Even if I ca n't pick your brain . You 're new in town . I",present,iterative,2nd,tell
"he asks , stopping . "" Here . "" I force myself to!!!!!keep looking in his_ eyes.After , I want two things at once : to curl into a ball , and to flee . But I do neither . He pulls his comforter over me and hops out of bed ,",present,continuative,1st,look
"kward , because the long gray beard I have to wear!!!!!keeps getting into people_ 's plates every time I reach to shake anyone 's hand . The doctor was , an innovative new therapy using actors , while my beard was marinating in his",present,iterative,3rd,get
"ates it . She ca n't get the warp right . The yarn!!!!!keeps moving on her_ , and she adds more weight to make it tight , but it goes too taut and snaps . And the weft is stubborn - she pulls it across but ca n't keep it stra",present,iterative,3rd,move
