text,Tense,Aktionsart (C/I),Subject Person,Ving
"If this leaves the gripper too far from the desired point , the robot tries adjusting each joint a little in turn to see which adjustment moves the torch 's image most quickly towards the point I. It selects the most significant joint and <keeps moving this one> until the torch 's image is as close as it can get to I ; then it tries adjusting another joint , and so on , until the gripper is close enough . This process of fine adjustment is a form of hill climbing .",present,iterative,3rd,move
"But they <kept returning . She> embroidered on them . How she would have liked to have Princesse Mat as a mother , Violette as a sister .",past,iterative,3rd,return
"`` I <keep getting put over> someone 's knee and smacked . '' `` St Ives , '' said Reynalde .",present,iterative,1st,get put
"She missed the rest of the rehearsal because Mary Deare <kept sending her out> on errands . First it was a little bit of yellow fish for her landlady 's cat --- the poor thing was half starved --- then it was a bulb for her bedside lamp , and lastly she remembered that a friend of hers had just opened in a play in Manchester and there just might be a review in the evening paper .",past,iterative,3rd,send out
She <keeps ringing him and> sending him presents . '' Lily said Babs was a foolish girl .,present,iterative,3rd,ring
"She <kept getting bones in> her mouth and each time she took one out O'Hara appeared to be looking in her direction . If it would have caught Meredith 's attention she would n't have minded a bone lodging in her gullet , but then there was always the risk he might think she was merely coughing --- she could choke for nothing .",past,iterative,3rd,get
"John Harbour , confiding something important to Babs Osborne , <kept glancing at Meredith> . Babs did n't notice ; she was staring straight ahead , dreaming of Stanislaus .",past,iterative,3rd,glance
"So , there must have been a force acting on you --- sideways --- to <keep pulling you round> . '' `` Gravity ?",past,continuative,3rd,pull
I 'm trying to go in a straight line but I <keep ending up where> I began . I must be going in a circle round the rock . '',present,iterative,1st,end
"`` <Keeps giving the wrong> answer . Should be 3.142 , but now it 's smaller .",present,iterative,3rd,give
"`` I told you to <keep going in the> same direction . That one ! '' he yelled , pointing the way the car had originally disappeared .",present,continuative,2nd,go
I did <keep going in that> direction . I 'm still pointing in that direction . '',past,continuative,1st,go
"He <keeps going in a> dead straight line . But the next time you see him he appears from behind you , and lands vertically on the South Pole . ''",present,continuative,3rd,go
"`` You 're saying that if someone goes up from the North Pole , and <keeps going in a> dead straight line a really truly dead straight line --- they will eventually come to the Earth --- ahead of them ? They will land on the South Pole ? ''",present,continuative,3rd,go
"They <keep landing up in> the middle . If there 's only one of them , it 's all right there 's just one hollow .",present,iterative,3rd,land
As it crawls round and round in circles it <keeps revisiting the same> pebbles . To have an infinite number of pebbles you 'd have to have a rubber sheet that was more or less flat and just went on and on for ever .,present,iterative,3rd,revisit
The clock <keeps going as usual> even as you go through the boundary . It only stops when it ( and you ! ) are crushed out of existence at the central point of the hole ( or a little earlier when the stretching and crushing forces wreck it ) .,present,continuative,3rd,go
"He wanted to see her , to enjoy her puppy-dog welcome , but he <kept wondering how she> would react to him if he de-programmed her affection . He was glad of the plastiface disguise he was wearing .",past,iterative,3rd,wonder
"All the way up on the ferry from Vienna , Earth , Jezrael <kept remembering how he> had treated her at the briefing . `` Yes , Asheya or whatever your damn name is , I did say Steel City .",past,iterative,3rd,remember
"She held her left side : there was a pain which <kept recurring whatever she> did to relieve it . Dr Lazenby at Lorton had said that she should take more rest : as if that were possible with a farm , an inn , a husband and a daughter to work and worry about .",past,iterative,3rd,recur
"What was stranger still was that she seemed stressed and worried , and <kept raising her wings> into the wind and bending forward at it and then letting it lift her off her stand to the top of her cage where she stuck out her talons , hovered for a moment and then flopped inelegantly down again to the bare branch . At first she did not notice him standing there near her cage in the darkening gloom but when she did she did something he had never seen her do in all the years he had watched her .",past,iterative,3rd,raise
